,_id,tweet_id,text,task_1,task_2
4054,60c5d7495659ea5e55df1be8,hi_hasoc_2021_4054,@Republic_Bharat जानवर जानवर का शिकार करता है! इंसान जानवर का शिकार करता है! राजनीति का नशा इंसान का शिकार करता है!,NOT,NONE
4489,60c5d7495659ea5e55df0825,hi_hasoc_2021_4490,खुद को शेर का बच्चा कहने वाला एक खिसियानी बिल्ली का नाम तक नहीं ले पा रहा  ..प्यार एकतरफा और जहर भी एकतरफा..ये hypocrisy मास्क के अंदर छुपेगा नहीं @asadowaisi @MamataOfficial  #BengalBurning  @rbjrishabh @AdityaShaluRaj1 @Shrutii_Nayan https://t.co/Gpur1dqjho,HOF,OFFN
1952,60c5d7495659ea5e55df0f6c,hi_hasoc_2021_1952,ज़िंदगी और मौत दोनों से डर रहे है। बंदे में कुछ तो ख़ास बात थी। इसलिए ही लाश देने से डर रहे है। #JusticeForShahabuddin,NOT,NONE
4740,60c5d7495659ea5e55df0bb9,hi_hasoc_2021_4741,गधा धोएर गाई हुँदैन भन्दै शुभरात्री टक्र्याउन चाहान्छु ।,NOT,NONE
5729,60c5d7495659ea5e55df1934,hi_hasoc_2021_5732,गधे को घोड़ा बनाने से ज्यादा जताने पर लगे हैं और गधा भी खुद को घोड़ा समझने लगा है 😂😂🤣 https://t.co/UHg7IZu8rc,HOF,OFFN
4368,60c5d7495659ea5e55df0656,hi_hasoc_2021_4369,"@AshokShrivasta6 @OpIndia_in दो मिनट का मौन उनके लिए भी जिनको बंगाल में चुनावी रैली दिखी ,  कोरोना दिखा किन्तु अब हिंसा , लूट अग्निकांड और महिलाओं को लुटती इज़्ज़त नहीं दिख रहीं 😡😡  #PresidentsRuleinBengal  #BengalBurning  #BengalViolence  #KhooniKhela  #WestBengalViolence",NOT,NONE
5197,60c5d7495659ea5e55df1114,hi_hasoc_2021_5200,अगर VRS ही देनी है तो पहले उस कुनीति आयोग वाले चुटिये @amitabhk87 को बोल कुर्सी झोड़ने के लिये .. देश बेचने को बहुत बैचैन है ये दलाल .. #VRSforMODI,HOF,PRFN
1363,60c5d7495659ea5e55df0cb0,hi_hasoc_2021_1363,"मत गणना और मौत गणना दोनों जारी है जीत चाहे जिसकी हो,हार देश ही रहा हैं 🙏 @BhavikaKapoor5 @ShatruganSinha @INCMP @BJP4India @AnumaVidish #IndiaCovidCrisis #IndiaNeedsOxygen #ElectionResult  #NarendraModi #AIADMK #BengalElection2021 #AssamAssemblyPolls",NOT,NONE
4805,60c5d7495659ea5e55df0b0f,hi_hasoc_2021_4807,"बंगाल में भाजपा कार्यकर्ताओं के साथ हुई हिंसा के खिलाफ प्रदेश कार्यालय के बाहर प्रदेश अध्यक्ष श्री आदेश गुप्ता, प्रदेश संगठन महामंत्री श्री सिद्धार्थन ने कार्यकर्ताओं के साथ प्रदर्शन किया। #BengalBurning https://t.co/3ZYIEybX96",NOT,NONE
4572,60c5d7495659ea5e55df0c61,hi_hasoc_2021_4573,#किसानों_का_मोदी_को_धोबीपटका #ResignPMmodi https://t.co/A2JrN86ZHY,NOT,NONE
5325,60c5d7495659ea5e55df1367,hi_hasoc_2021_5328,"ट्वीटर पर एक गधा है ,जो सही मे अंधभक्त बन गया है,, , बदतमीज की तरह किसीको भी ""जड़बुद्धि ""का विशेषण रूपी,, नाम देकर खामोखा ""खाला"" बनने की राहपर है,, ""फुफा ""(भाजपा)  के प्यार मे ...खाला,(गवार अंधभक्त)  दीवानी,,,,! बेचारे भाजपायी..! अंध भक्तो ने नैया पार होते होते डुबाई "",,ऐसा ना हो",HOF,HATE
291,60c5d7495659ea5e55df054f,hi_hasoc_2021_291,"कुछ पत्रकार पहले वैक्सीन का विरोध करके जनता को भड़का रहे थे, आज पहले खुद के लिए वैक्सीन लगाने की मांग कर रहे हैं, उन्हें जनता से यह कहकर माफी मांगनी चाहिए कि हमने जनता से झूठ बोला था- माफ कर दो।  #CovidVaccination #Unite2FightCorona #IndiaFightsCorona #ChineseVirus  @narendramodi https://t.co/e7eIZrawT3",NOT,NONE
1194,60c5d7495659ea5e55df0a7a,hi_hasoc_2021_1194,केजरीवाल चड्डी गैंग का भड़वा है #JusticeForShahabuddin,HOF,OFFN
1891,60c5d7495659ea5e55df1037,hi_hasoc_2021_1891,@LambaAlka  @sardesairajdeep @deepikapadukone @priyankachopra @sonamakapoor @ndtvindia @RahulGandhi @priyankagandhi #BengalBurning #HindusLivesMatter Swara Bhaskar कहा हो सब  अब क्या तुम सबको साँप सुंग गया 😡,NOT,NONE
2841,60c5d7495659ea5e55df15f8,hi_hasoc_2021_2841,"कोरोना के बढ़ते संकट के बीच उत्तर प्रदेश में लॉकडाउन को बढ़ा दिया गया है. यूपी में दो दिन के लिए लॉकडाउन बढ़ गया है. यानी अब मंगलवार, बुधवार भी लॉकडाउन रहेगा जो गुरुवार सुबह 7 बजे तक जारी रहेगा.  #IndiaCovidCrisis  #IndiaFightsCorona  #IndiaNeedsOxygen  #UPCOVID  #uplockdown",NOT,NONE
2798,60c5d7495659ea5e55df158b,hi_hasoc_2021_2798,बहुत खुशी हुई यह सुनकर कि प्रधानमंत्री जी ने आपके और आपके परिवार का हालचाल जाना हमें और भी खुशी होती अगर प्रधानमंत्री  दोगला व्यवहार न करके समस्त स्वास्थ्य कर्मचारियों और अन्य सभी का हाल-चाल भी जानते देश में ऐसे बहुत से लोग हैं जिन्होंने ना सिर्फ परिवार के सदस्य बल्कि परिवार खोया https://t.co/31mlHkLqC2,NOT,NONE
371,60c5d7495659ea5e55df08cb,hi_hasoc_2021_371,"👉😂 ऑक्सिजन , व्हेंटिलेटर , सबकुछ तो विदेश से आयात कर रहे है,  तो "" मेक इन इंडिया "" में क्या सिर्फ #AndhBhakt  ही तैयार किये थे क्या ??  #ModiKaVaccineJumla https://t.co/2AEFHe3Rwk",NOT,NONE
6053,60c5d7495659ea5e55df1c81,hi_hasoc_2021_6058,TMC की गुंडागर्दी के जश्न में बर्फ़ी बनाने के लिए खोवा निकालती एक tmc समर्थक।  #BengalBurning https://t.co/eK0sm273bU,NOT,NONE
2008,60c5d7495659ea5e55df0dd1,hi_hasoc_2021_2008,@ekantipur_com दलाल धार ५/ मा २ किन लेखेको चोर सिकाउछ्स,NOT,NONE
3624,60c5d7495659ea5e55df1d8e,hi_hasoc_2021_3624,@Chahal_Shekhar बंगाल पर कांग्रेस सहित सभी विपक्षी दल गूंगे-बहरे हो गए यही भाजपा शासित होता तो गूंगे भी बोलने लगते !  #BengalBurning #BengalViolence https://t.co/ZLcDSpyjKF,NOT,NONE
3045,60c5d7495659ea5e55df150c,hi_hasoc_2021_3045,@MimrotReena देखते देखते आपका राहुल गांधी भी भाजपा में शामिल हो जाएगा और तुम लोग चाटुकारिता करते रह जाओगे धोबी का कुत्ता घर का न घाट का वही हाल होगा आपका,HOF,OFFN
2224,60c5d7495659ea5e55df10f2,hi_hasoc_2021_2224,@Sujata1978 यानिकि बंगाल में हिंसा बीजेपी ने करवाई ?  Nice Observations. 👏👏👏  #BengalBurning,NOT,NONE
4526,60c5d7495659ea5e55df0bae,hi_hasoc_2021_4527,"एम डी बोले -""क्लासिकल तबला"" रेडियो पर .. ""जाकिर हुसैन"" का तबला बजने लगा MD साहब खुश होकर कार लेकर घर की तरफ निकले। अचानक एक कार ने ओवरटेक करके सामने से क्रास किया... MD साहब के मुँह से निकला ""हरामी"" रेडियो बजा - ""नमस्कार दोस्तो मैं अरविन्द केजरीवाल बोल रहा हूँ......"" 😀😀😀😂😂😂",HOF,OFFN
3725,60c5d7495659ea5e55df1c63,hi_hasoc_2021_3725,जब आफताब ही डूब गया । फिर लालटेन को कौन पूछता । #boycottrjd  @yadavtejashwi @laluprasadrjd   #JusticeForShahabuddin https://t.co/aEYT7SembV,NOT,NONE
2188,60c5d7495659ea5e55df1193,hi_hasoc_2021_2188,अगर इसी तरह से चलता रहा तो बंगाल में भाजपा की एक भी सीट नहीं आएँगी । क्या दोष है उन कार्यकर्ताओं का जिन्होंने अपनी जान पर खेल कर आपका साथ दिया ।  @narendramodi @AmitShah @JPNadda @DilipGhoshBJP @rajnathsingh @KailashOnline @sambitswaraj #BengalBurning,NOT,NONE
317,60c5d7495659ea5e55df0577,hi_hasoc_2021_317,मुझे लगता है मरहूम शहाबुद्दीन को जेल वापस जाने और शहादत की वजह एक ही जुमला है- हमारे नेता तो लालू यादव है नीतीश कुमार तो परिस्थितियों के मुख्यमंत्री है! #JusticeForShahabuddin,NOT,NONE
2360,60c5d7495659ea5e55df1255,hi_hasoc_2021_2360,@Raghuveerdutt62 @Arunesh24797107 रघुवीर जी यही सत्य है कि वानर कोई बड़े-बड़े बाल वाले पूंछ वाले जानवर नहीं बल्कि समृद्ध और सभ्य वनवासी प्रकृति पूजक मनुष्य थे,NOT,NONE
242,60c5d7495659ea5e55df05ed,hi_hasoc_2021_242,@Siwan_Rjd इतनी सफ़ाई देने की ज़रूरत क्यू पड़ राही भई #JusticeForShahabuddin,NOT,NONE
558,60c5d7495659ea5e55df07ed,hi_hasoc_2021_558,आज इन टीकाकरण केंद्रों में किया जाएगा कॉविड वैक्सीनेशन #JansamparkMP  #CovidVaccine https://t.co/tA5BgviIZs,NOT,NONE
5738,60c5d7495659ea5e55df1c10,hi_hasoc_2021_5741,केंद्र सरकार को कोरोना पर कोई कदम लेना चाइए वरना मोदी जी आप इस्तीफा दे दो  #Resign_PM_Modi #ModiResign #CovidIndia,HOF,HATE
3775,60c5d7495659ea5e55df1b32,hi_hasoc_2021_3775,"""राजा यदि प्रजा का विश्वास खो दे, तो उसका पतन निश्चित है।"" श्री @narendramodi जी,, हमें सिर्फ आपसे उम्मीद है, इस भरोसे को तोड़िए मत! बंगाल के उन मासूम लोगों को बचा लीजिए,जो भाजपा का समर्थन करने की कीमत चुका रहे हैं। #BengalBurning #spinelessmodi",NOT,NONE
1460,60c5d7495659ea5e55df0d8a,hi_hasoc_2021_1460,ये धरना-वरना कुछ नही है!दरअसल ये चुनावी मोर्चे पर डटे हुए भाजपाई नेताओं  द्वारा अपने थके हुए तन एवम मन को योगिक क्रियाओं के माध्यम से चुस्त दुरुस्त रखने की कवायद भर है। #BengalBurning https://t.co/8lwggZ3RB3,NOT,NONE
2203,60c5d7495659ea5e55df1154,hi_hasoc_2021_2203,भीक नहीं लिया दोस्त से एहसान लिया  Seems entire government has lost its plot. They are clueless and running around like a headless chicken. Shambles. #ResignPMmodi #ResignModi #IndiaCovidCrisis https://t.co/V1kDa4ko5D,NOT,NONE
5424,60c5d7495659ea5e55df12af,hi_hasoc_2021_5427,@RuhiKha38782287 @Kanchan93333001 @AcharyaPramodk @varungandhi80 @Manekagandhibjp जाहिल कौन होते है पता है👉 1..वैक्सीन नही लगवाएंगे इसमे सुअर की चर्बी है 2..ये वैक्सीन नपुंसक बना देगी 3..ये वैक्सीन तब लगवाएंगे जब फतवा जारी होगा  ऐसे लोगो को कहते है ज़ाहिल और अब तुम इस बात से भी मुकर जाओगी मुझे पता है🤔,HOF,OFFN
1637,60c5d7495659ea5e55df0feb,hi_hasoc_2021_1637,बडे कमीने हो @RahulGandhi @INCIndia https://t.co/hsMQ7rKFST,HOF,OFFN
1539,60c5d7495659ea5e55df1024,hi_hasoc_2021_1539,"कोई फ़र्क़ नहीं पड़ता, इस देश में राजा कौरव हो या पांडव। जनता तो बेचारी द्रौपदी है। कौरव राजा हुए तो चीर हरण के काम आएगी और पांडव राजा हुए तो जुए में हार दी जाएगी। #IndiaCovidCrisis #IndiaNeedsOxygen #ElectionResults2021",NOT,NONE
1106,60c5d7495659ea5e55df0974,hi_hasoc_2021_1106,भारत चाहता है कि कोरोना की वैक्सीन बनाने के लिए दुनिया के दूसरी फॉर्मा कंपनियां आगे आएं.. #CovidVaccine   https://t.co/EYgSEh2aAC,NOT,NONE
1536,60c5d7495659ea5e55df0fda,hi_hasoc_2021_1536,"अब ना रोटी की फिक्र है ना रोजगार की तलाश है,  देश उस दौर में है जहां जिंदा रहना ही विकास है!!!  #ResignModi",NOT,NONE
909,60c5d7495659ea5e55df0ae2,hi_hasoc_2021_909,@IMinakshiJoshi दीदी आपसे उम्मिद हे आप इस विषय पर आपके बुलेटिन मे दिखाये   #Bengal #BengalBurning https://t.co/4E1jZav1Q0,NOT,NONE
714,60c5d7495659ea5e55df07dc,hi_hasoc_2021_714,नींद से जागो केंद्र सरकार।  #nindsejago  #BengalBurning https://t.co/rcncZHp8BA,NOT,NONE
131,60c5d7495659ea5e55df05d0,hi_hasoc_2021_131,@indianyuvak @hp_mode2 टू तो चुटिया है ... वो मै मेरी ही बता रहा था 😭😭😂😂,HOF,OFFN
1082,60c5d7495659ea5e55df0b6d,hi_hasoc_2021_1082,@ReallySwara @futterwackening कुतिया. 🐶🐶🐶,HOF,PRFN
2184,60c5d7495659ea5e55df114d,hi_hasoc_2021_2184,#bycottBJP  #ResignModi  #देश_बचाओ_भाजपा_भगाओ  #BoycottGodiMedia,NOT,NONE
5978,60c5d7495659ea5e55df19b0,hi_hasoc_2021_5983,@AnumaVidisha मोदी तुम इस्तीफा दो हम तुम्हारे साथ है #ResignModi  #Resign_PM_Modi  #ModiHataoDeshBachao https://t.co/spsvPTov8W,NOT,NONE
3024,60c5d7495659ea5e55df15a3,hi_hasoc_2021_3024,Infection (corona)  Or Injection ( vaccine )  चुनाव आपको करना है । 🙏🙏 #CovidVaccine #CovidIndia  #CovidCrisisIndia  #vaccinated  #COVIDEmergency2021,NOT,NONE
182,60c5d7495659ea5e55df0652,hi_hasoc_2021_182,शहाबुद्दीन जी को न्याय मिलना चाहिए  #JusticeForShahabuddin,NOT,NONE
5487,60c5d7495659ea5e55df1554,hi_hasoc_2021_5490,जिस तरह से आपने CAA के दंगों में दिल्ली में हिंदुओं का साथ दिया था l  बस आप से ही उम्मीद बाकी थी #tmcgoons का दिमाग ठिकाने लगाने को । बंगाल के हिन्दुओ के पानी हुए खून को खोलाने का। #CruelMamata #bangalviolence  #BengalBurning #Spinlessmodi  @AmitShah @MamataOfficial @myogioffice https://t.co/DSH5qkObo4,HOF,HATE
2298,60c5d7495659ea5e55df119d,hi_hasoc_2021_2298,मोदी योगी का बस एक ही नारा ना घर बसा हमारा ना बसने देंगे तुम्हारा जब भी आएगा शादी का सीज़न लगा देंगे लॉकडाउन दोबारा नहीं दूंगा बेड और ऑक्सीजन हम क़ातिल हैं यही काम है हमारा #wednesdaythought #COVID19 #lockdown #OxygenChorIndia #KanganaVsTwitter #BengalBurning #LittleStar,NOT,NONE
4252,60c5d7495659ea5e55df0596,hi_hasoc_2021_4252,"केंद्र में होते हुए भी, यदि आप कुछ नहीं कर पा रहे हैं , तो याद रखना आने वाला समय आपसे पूछेगा जब हिंदू बंगाल छोड़ कर जा रहे थे तब आप क्या कर रहे थे। #पूछता_है_हिंदू☝️#BengalViolence #BengalBurning @AmitShah @narendramodi @JPNadda https://t.co/UIQNHpUuc8",NOT,NONE
486,60c5d7495659ea5e55df086e,hi_hasoc_2021_486,#OPS #BanEVM #पुरानी_पेंशन_बहाल_करो #FarmersProtest #SpeakUpForFarmers #StopPrivatization #ModiMadeDisaster #NPS_भारत_छोड़ो #NPS_QUIT_INDIA #NPSनिजीकरणभारतछोड़ो #OPS_कर्मचारी_का_अधिकार #NPSनिजीकरणकेख़िलाफ़_इंक़लाब #स्वास्थ्य_क्षेत्र_मे_बजट_बढ़ाओ #Resign_PM_Modi #COVID19India https://t.co/xCxE9AW0e2,NOT,NONE
4383,60c5d7495659ea5e55df057b,hi_hasoc_2021_4384,@boltaup @BoltaHindustan मोदी तुम इस्तीफा दो हम तुम्हारे साथ है #ResignModi  #Resign_PM_Modi  #ModiHataoDeshBachao https://t.co/spsvPTov8W,NOT,NONE
2631,60c5d7495659ea5e55df1453,hi_hasoc_2021_2631,@Raza_AKhan @zoo_bear @khanumarfa @pbhushan1 @suhasinih @SamiullahKhan__ @ShashiTharoor @MahuaMoitra @satishacharya @t_d_h_nair @ravishndtv सवाल ये है कि उसके ऊपर पेट्रोल डालकर आग किसने बढ़ायी  #Ambani #GodiMedia  #ExitModi #ModiResign #ModiMadeDisaster #ModiFailsIndia #ModiHataoDeshBachao #ModiKaVaccineJumla #ModiDisasterForIndia #OxygenCrisis #OxygenEmergency #COVIDEmergency #BjpResponsibleForCoronaInIndia,NOT,NONE
4453,60c5d7495659ea5e55df083d,hi_hasoc_2021_4454,"@be_brahman @RamaShankar_IND इस चुटिया लड़ाई में मत पड़ो, ब्राह्मणों के पास बहुत महापुरुष है क्रांतिकारी है रोज के 2 मिल जाएंगे उन्होंने मुगलो फिर अंग्रेजो के चाटे उनको करने दो ट्विटर की वीरता",HOF,HATE
11,60c5d7495659ea5e55df060b,hi_hasoc_2021_11,#शाहबुद्दीन_साहब हम शर्मिन्दा हैं फर्जी सेक्यूलरिज़्म अभी जिंदा है  #JusticeForShahabuddin,NOT,NONE
5578,60c5d7495659ea5e55df17a6,hi_hasoc_2021_5581,@yadavakhilesh जन विरोधी सपा थी सरकार के होते हुए कैसे अवैध हथियारों की नुमाइश होतीं थीं उत्तर प्रदेश की सड़कों पर कोई भी गुंडा बदमाश फिरौती माँगता नज़र आता था ।,HOF,OFFN
2149,60c5d7495659ea5e55df124e,hi_hasoc_2021_2149,"कोरोना का सरकारी इलाज हाथ धोते रहो  नौकरी से , बिज़नेस से ,जिंदगी से ,दूकान से  परिवार से ,कमाने से , पेंशन से ,स्कूल से  बस हाथ धोते रहो  सरकार  हमारे साथ है  जब तक दवाई नहीं तब तक ढिलाई नहीं #69000_अगली_सूची_दो_सरकार #YouthofMay #BJP #IndiaCovidCrisis",NOT,NONE
495,60c5d7495659ea5e55df0700,hi_hasoc_2021_495,ये  #नेताजी_सुभाषचंद्र #खुदीराम  #अरविंदो_घोष  का #बंगाल है......  #उठो_बंगाल_वासियों...  #शस्त्र_उठाओ......  #अहिंसा_परमो_धर्मः_धर्म_हिंसा_तथैव_चः।”  #BengalBurning  #Bengal  #SpinlessBJP  #ArrestMamata,NOT,NONE
4404,60c5d7495659ea5e55df06e6,hi_hasoc_2021_4405,@ShaanIrfan05 यह लोग तो शुरु से ही ऐसे ही है सर और जो जुम्मन मियां दिनेश सैनी बता रहे हैं शेरनी और कुतिया में फर्क नहीं पता   एक नंबर का संधि है  जो वक्त आने पर मुसलमानों के पीठ पर खंजर भोंकते हैं  आपको तो पता ही है कांग्रेस के खूनी पंजा मुसलमानों के खून से रंगे हुए हैं @tahsin_faizi,HOF,OFFN
5947,60c5d7495659ea5e55df1bf0,hi_hasoc_2021_5952,@Narwal_inc प्रियंका गांधी एक नासमझ नालायक महिला है यह विदेशी महिला बार डांसर की नाजायज/जायज ओलाद है जो कांग्रेस पार्टी की r n डि है,HOF,PRFN
2660,60c5d7495659ea5e55df1417,hi_hasoc_2021_2660,"@narendramodi વડા પ્રધાન સાહેબ બંગાળ , जो हिंदु भाईयो की हत्या हुई है उसका भी तो कुछ करो #BengalBurning  #TMCTerror  #AmitShah  #ModiHaiTohMumkinHai",NOT,NONE
602,60c5d7495659ea5e55df07d0,hi_hasoc_2021_602,"सिर्फ अमेरिका के समर्थन देने से पेटेंट अधिकार का मसला हल नहीं हो जाएगा, जर्मनी इसके सख्त खिलाफ है और ये बड़ी बात क्यों है, जानिए  #patentwaiver #CovidVaccine   https://t.co/dz4HZhA4ho",NOT,NONE
3025,60c5d7495659ea5e55df15a5,hi_hasoc_2021_3025,"दूरदर्शिता से चलते तो , भारत में कोरोना इतना ज्यादा भयानक रूप ना लेता।  #ModiKaVaccineJumla",NOT,NONE
421,60c5d7495659ea5e55df08d9,hi_hasoc_2021_421,@ndtv मोदी तुम इस्तीफा दो हम तुम्हारे साथ है #ResignModi  #Resign_PM_Modi  #ModiHataoDeshBachao https://t.co/spsvPTov8W,NOT,NONE
1734,60c5d7495659ea5e55df0f53,hi_hasoc_2021_1734,"Tough Questions Make Me Uncomfortable, Even If They Are Important For Country!!  #AndhBhakt #ResignPMmodi #ModiKaVaccineJumla #स्वास्थ्य_मंत्री_नदारद_है #Vaccine_enga_da_dei https://t.co/LEzbkYWyLe",NOT,NONE
5804,60c5d7495659ea5e55df199d,hi_hasoc_2021_5808,"वो कौन सी नस्ल के कुत्ते होते हैं जो देश की बेरो़जगारी,बलात्कार मंहगाई पर चुप्पी साध लेते हैं और ""हिन्दू मुस्लिम"" पर भौंकते हैं । #ModiMustResign @TejYadav14 @akashyadvJP @manojkjhadu @deepakydw @BuxarRjd @khagaria_rjd @Munger_Rjd1 @MuzaffarpurRjd @patna_RJD",HOF,HATE
5186,60c5d7495659ea5e55df11c3,hi_hasoc_2021_5189,@idineshdesai @iAmritapandey_ एक गधा पूरी सरकार को निर्देशित कर रहा और सरकार मान रहीहै 😄😄😄,HOF,OFFN
886,60c5d7495659ea5e55df0b0d,hi_hasoc_2021_886,अरे नंदू बेटा जब तेरे पास वैक्सीन थी ही नहीं तो गाँव में ढिंढोरा क्यों पिटवाया कि 1 मई से सबको वैक्सीन लगेगी? #BjpDestroyedIndia #ModiKaVaccineJumla #ModiDisasterForIndia #BjpDestroyedIndia #BjpResponsibleForCoronaInIndia #IndiaCovidCrisis https://t.co/YtJAhELxKc,NOT,NONE
5188,60c5d7495659ea5e55df10d6,hi_hasoc_2021_5191,@Nationalistt_IN अच्छा हुआ हरामी की फोर्ज,HOF,HATE
1000,60c5d7495659ea5e55df0b8b,hi_hasoc_2021_1000,#OPS #BanEVM #पुरानी_पेंशन_बहाल_करो #FarmersProtest #SpeakUpForFarmers #StopPrivatization #ModiMadeDisaster #NPS_भारत_छोड़ो #NPS_QUIT_INDIA #NPSनिजीकरणभारतछोड़ो #OPS_कर्मचारी_का_अधिकार #NPSनिजीकरणकेख़िलाफ़_इंक़लाब #स्वास्थ्य_क्षेत्र_मे_बजट_बढ़ाओ #Resign_PM_Modi #Vaccine_और_MSP_दो https://t.co/Dpkc6h2cG5,NOT,NONE
5077,60c5d7495659ea5e55df0dc3,hi_hasoc_2021_5080,@baburao__aapte @Aak__Thu @PONEDO_AANKH @PunnyBhaiya @Anjana_Modi_ @TMaryada @iArpitSpeaks @sarcasticbro89 @IncNobody @Bilal_Murshid मोदी तुम इस्तीफा दो हम तुम्हारे साथ है #ResignModi  #Resign_PM_Modi  #ModiHataoDeshBachao https://t.co/spsvPTov8W,NOT,NONE
3237,60c5d7495659ea5e55df17e4,hi_hasoc_2021_3237,#OPS #BanEVM #पुरानी_पेंशन_बहाल_करो #FarmersProtest #SpeakUpForFarmers #StopPrivatization #ModiMadeDisaster #NPS_भारत_छोड़ो #NPS_QUIT_INDIA #NPSनिजीकरणभारतछोड़ो #OPS_कर्मचारी_का_अधिकार #NPSनिजीकरणकेख़िलाफ़_इंक़लाब #Resign_PM_Modi #किसान_कार्मिक_संग_संग  #FarmLawsWorstThanCOVID https://t.co/UPeB2pPWNI,NOT,NONE
2972,60c5d7495659ea5e55df15ec,hi_hasoc_2021_2972,@Dr_Uditraj @INCUttarPradesh हरामजादे तेरी क्यों जली।ये तो बता कलुये हरामी,HOF,PRFN
3492,60c5d7495659ea5e55df1d3c,hi_hasoc_2021_3492,नहीं मिली नहीं मिली  अब तक वैक्सीन नहीं मिली  #ModiKaVaccineJumla,NOT,NONE
996,60c5d7495659ea5e55df0b31,hi_hasoc_2021_996,"बंगाल में BSF जवानों के घरों पर हो रहे हैं हमले, BSF अधिकारियों ने की कड़ी कार्रवाई की मांग !   #BengalBurning @narendramodi",NOT,NONE
4397,60c5d7495659ea5e55df05aa,hi_hasoc_2021_4398,ऐसे लोगों को मत बुलाया करिये  जो लोगों को मूर्ख बनाये इसका कोई प्रमाण नहीं कि हवन से ये होता है ओ होता  अमेरिका ने पेटेंट किया अमेरिका ने ये किया है ओ किया है #FarmersProtest #रोहित_सरदाना #RohitSardana #YogiJhootaHai #aajtak #ModiKaVaccineJumla https://t.co/OzlhgAyNQU,HOF,HATE
1427,60c5d7495659ea5e55df0e87,hi_hasoc_2021_1427,#ResignModi  इस्तीफ़ा दो और कटी नाक बचालों और देश वासियोसे माफी मांगर गुफा में चले जाओ ज़ोला उठाकर । जोला छाप MP 😅😅😅,HOF,OFFN
4107,60c5d7495659ea5e55df1c08,hi_hasoc_2021_4107,"@TheLallantop दो मिनट का मौन उनके लिए भी जिनको बंगाल में चुनावी रैली दिखी ,  कोरोना दिखा किन्तु अब हिंसा , लूट अग्निकांड और महिलाओं को लुटती इज़्ज़त नहीं दिख रहीं 😡😡  #PresidentsRuleinBengal  #BengalBurning  #BengalViolence  #KhooniKhela  #WestBengalViolence",NOT,NONE
2299,60c5d7495659ea5e55df11ad,hi_hasoc_2021_2299,आज जो बंगाल में हो रहा है अगर यही किसी भाजपा प्रदेश में होता तो तमाम बुद्धिजीवी सेकुलरवादी हल्ला मचा रहे होते। #BengalBurning #BengalViolence https://t.co/uPNGOsskj3,NOT,NONE
3177,60c5d7495659ea5e55df1585,hi_hasoc_2021_3177,"@ShashikantIndu1 दो मिनट का मौन उनके लिए भी जिनको बंगाल में चुनावी रैली दिखी ,  कोरोना दिखा किन्तु अब हिंसा , लूट अग्निकांड और महिलाओं को लुटती इज़्ज़त नहीं दिख रहीं 😡😡  #PresidentsRuleinBengal  #BengalBurning  #BengalViolence  #KhooniKhela  #WestBengalViolence",NOT,NONE
3055,60c5d7495659ea5e55df160e,hi_hasoc_2021_3055,BJP IT Cell  #ममता_खूनी_है   #IsupportModi   #राष्ट्रपति_जी_बंगाल_संभालो #CruelMamata #BengalBurning #ModiGovtSeNaHoPayega   Now Public Hastag This.... #BengalTrustsModi   Before Election         After Election          Hindu &amp; Muslim              Hindus https://t.co/XLSVxnROuM,NOT,NONE
2510,60c5d7495659ea5e55df142d,hi_hasoc_2021_2510,देश में कोविड वैक्सीन पर्याप्त मात्रा में उपलब्ध है। देखिए 7 मई 2021 तक देश भर में #COVIDVaccine की खपत और उपलब्धता के आकंड़े। कोरोना वैक्सीन से जुड़ी नवीनतम जानकारी के लिए विजिट करें: https://t.co/EJsnMVEpwR #IndiaFightsCorona #TogetherWeCan https://t.co/XMkRfvoMuT https://t.co/bvdNYEkglH,NOT,NONE
216,60c5d7495659ea5e55df068b,hi_hasoc_2021_216,"@itsvs98 अंधभक्तों, अपने परिजनों की जलती चिताएं देखकर घबराना नहीं है, तुम तो बखूबी जानते हो  “शेर पालना थोड़ा महंगा तो पड़ता है!” #ModiMustResign  #ModiKaVaccineJumla",NOT,NONE
1451,60c5d7495659ea5e55df1075,hi_hasoc_2021_1451,देखो इनके आंखों में ना डर ना किसी बात का खौफ आखिर शेर का बेटा शेर ही होता। #JusticeForShahabuddin https://t.co/kX8AqdaEPD,NOT,NONE
3722,60c5d7495659ea5e55df1c45,hi_hasoc_2021_3722,@anuraagmuskaan अबे दलाल तू फिर बोला।,HOF,OFFN
3355,60c5d7495659ea5e55df1703,hi_hasoc_2021_3355,@Pagalnum2 चुप रहो तुम,NOT,NONE
3395,60c5d7495659ea5e55df171b,hi_hasoc_2021_3395,#SuperSpreaderModi #ModiDisasterForIndia  #ResignModi #Resign_PM_Modi  #VaccineRegistration  #cowinregistration #KindAttnPMNarendraModi #किसानों_का_मोदी_को_धोबीपटका https://t.co/zNTgbvMs9N,NOT,NONE
994,60c5d7495659ea5e55df0b23,hi_hasoc_2021_994,"अरे चुप रहो तुम सब~मोदीजी से इतनी जलन क्यों है भाई..?  जीवित लोगों का तो बात ही छोड़ो, मरे हुए लोगों को भी आजकल बिल्कुल मुफ्त में टीका लग रहा है, मोदीजी के गुजरात में।  बड़े आए मोदीजी के विरोध करने वालों......... हुमममममममम #मुर्दा_मोदीजी_के_साथ_हैं 😎 https://t.co/F7l9tQwfDM",NOT,NONE
