text_id,text,task_2
hasoc_en_4829,@JohnnyMercerUK Here’s one of your lot telling us about the lying incompetent homophobic racist #BorisJohnson #BorisJohnsonShouldNotBePM ,OFFN
hasoc_en_4830,@tolits0118 Thank you  Vietnam  But unfortunately   @RRDDavao and his cohorts have been paid off by China to the detriment of the Filipino people  #TraitorDuterte #BoycottChina,HATE
hasoc_en_4831,#IndiaVsPakistan is a one sided affair all the time    The hype gets created by #TerroristNationPakistan   The fact is  #PakistanCricket  #PakistanArmy or #PakistanEconomy is no match for #India   #IndianCricketTeam proved it today    #FathersDay slap from a real father    #INDvPAK,HATE
hasoc_en_4832,@itsJeffTiedrich @realDonaldTrump PRESIDENTIAL HARASSMENT    @realDonaldTrump asking @BarackObama for his birth certificate for YEARS     while hiding his own #taxreturns     #Resistance #LockThemAllUp #FuckTrump #ComplicitGOP #Resist      ,OFFN
hasoc_en_4833,The Pentagon didn't have 'the courage' to tell you about how they're ramping up cyber operations on your boss man  Putin  They refused tell you anything about it because they knew you'd stop it  #TrumpIsATraitor ,HATE
hasoc_en_4835,If you're the kind of person with a vanity plate that says 'TED TLK' on your Tesla  then you're probably the kind of person I would enjoy running over in my 15 year old Hyundai   #douchebag,HATE
hasoc_en_4836,They heal  operate  diagnose  We consider them a part of the second God cosmos  This is so appalling  shameful and gross  We need to bring this violence to a close    #SaveBengal  #DoctorsFightBack  #standwithdoctors,HATE
hasoc_en_4838,@wvjoe911 What in the HELL is WRONG with #Alabama   State law FORCES #Rape #Victim to allow #ParentalRights to #RAPIST    F   ing SICK    #BoycottAlabama till this CHANGES    ,OFFN
hasoc_en_4839,Do NOT question our humanity I dare you @abpanandatv @Zee24Ghanta to broadcast this though of course you won't  They are Indradeep  Amresh&amp Chinmay of final year 4th year    #Savethedoctors #SaveTheSaviours #DoctorsFightBack @republic,HATE
hasoc_en_4841,Dear @ICC    You should have reserve days for WC matches  It's a WC match not u'r regular 1dy matches  It comes after 4 year  So u should be more vigilant while choosing venues    You should apologise from every cricket fans for this mess     #ShameOnICC ,HATE
hasoc_en_4843,#ShameOnICC  If such situation happens in India then whole world will blame us for our management but currently it is in England so no one is saying anything  Guys We need to make these hashtag trend so that they can realise there worst management and wrong decision on M S Dhoni ,HATE
hasoc_en_4845,#ShameOnICC What a fixtures for England  All of there matches are happening in sunlight conditions where is the bloody rain nowदाल में कुछ काला है,HATE
hasoc_en_4846,When will you @PMOIndia   @narendramodi stand up for Doctor community   they work without thinking of patients religion   caste tirelessly  like you they practice sabka Vikas     shame on you @MamataOfficial   #DoctorsFightBack,HATE
hasoc_en_4847,@funder Trump’s gaslighting us once again and he’s lying as usual  so what else is new   #TrumpsGottaGo #TrumpIsATraitor,HATE
hasoc_en_4848,@Newsweek We know the real #trump too  and America can't survive four more years     #FuckTrump   #FuckNewsweek  #TrumpConcentrationCamps   #TrumpIsATraitor   #TrumpCriminalInvestigations   #TrumpsAnInternationalDisgrace   #TrumpResignNow,OFFN
hasoc_en_4849,@RepMarkMeadows @realDonaldTrump Kiss harder Mark and you might get a job in with the other jokers in the cabinet     #LockTrumpUp  #ImpeachmentInquiryNow   #ImpeachTrump   #ImpeachBarr   #ImpeachMnuchin  #TrumpIsATraitor,HATE
hasoc_en_4850,@MedCrisis Not only in Kolkata my friend  Take a look at #SudanUprising where #Janjaweed are raping  killing and throwing doctors in the river  #DoctorsFightBack #HumanRights #SudanMassacres #Blueforsudan,OFFN
hasoc_en_4852,@TrueFactsStated Says he's sick of having sodomy shoved down his throat    That's not how sodomy works man    Freudian slip I'm guessing    #Atheists #Alabama #fucktrump,HATE
hasoc_en_4853,Dear  @realDonaldTrump   This is in a village in #Vermont  We came together on a beautiful June day when we had 1000 more enjoyable things to do because we know how important it is #ImpeachTrumpNow   We are tired of all the winning  #TrumpIsATraitor #TrumpIsNotAboveTheLaw ,HATE
hasoc_en_4854,#DoctorsProtest  #DoctorsFightBack   #doctorsagainstassualt   Do you think Mamata Banerjee should resign as CM of West Bengal as she has failed to protect the doctors  Or President Rule should be imposed #SaveBengal     RT   AGREE  Like President Rule,HATE
hasoc_en_4856,Who's that on the left looking like a cross between Jimmy Sa'vile and a chimpanzee playing with its knob   Why it's possibly the future PM   #BorisJohnson #BorisJohnsonShouldNotBePM ,HATE
hasoc_en_4857,A nation more concerned about the Dhoni gloves than an entire missing plane #DhoniKeepsTheGlove #AN32,HATE
hasoc_en_4858,Cmon Matty  you’ve been chatty on twitter lately  Tell me how corporate tax cuts will put money in my prospective customers pockets champ  #dickhead   @MathiasCormann ,PRFN
hasoc_en_4859,“I'm not upset that you lied to me  I'm upset that from now on I can't believe you   Friedrich Nietzsche     And that goes for the rest of us  #BorisJohnson #BorisJohnsonShouldNotBePM ,HATE
hasoc_en_4860,I still can't fathom why the charismatic communicator @BorisJohnson hasn't yet taken the opportunity to have a grown up debate in public  He did so well here against @EdMiliband on #Marr in 2015  #BorisJohnsonShouldNotBePM  ,HATE
hasoc_en_4861,Call themselves the most developed country in the world   Call Cricket as the national sport of the country   Yet can't cover the grounds during rains in the biggest cricket tournament in the world   What a great choice for #CWC19 venue  London  @ICC      #ShameOnICC #INDvPAK #PAKvIND ,HATE
hasoc_en_4862,@shannonrwatts @LAPDHQ @MayorOfLA @LAPDChiefMoore cops are out of control  they need mental evaluations a deranged coward shouldn't be carrying a gun  #Enough #murderer #disgrace,HATE
hasoc_en_4865,My new @PopSockets came today   Trump #FuckTrump ,PRFN
hasoc_en_4866,2     Oh  roasting in torture camps along border are mothers with kids  CHAIN LINK DOG RUNS  No shade no blankets  no food      Stephen Miller &amp  Trumputin and Nazi ghosts are gleeful re  concentration camps      They deserve 2b sent to the Hague    Only path to redeem USA    #FuckTrump,OFFN
hasoc_en_4867,@LongBeachPost I still don’t understand how this #murderer was arrested so peacefully  Had it been       never mind  Rest In Peace officer #respect,HATE
hasoc_en_4868,@SportsCenter Fuck @Drake  love @raptors and @Canada #NBAFinals #douchebag,HATE
hasoc_en_4870,Oh  but ol' Uncle Col just had to STEAL Michael's ESTATE so he could 'save it all for Tiger ' right       #nonsense #liar #ColinDiamond #thief #murderer  #mafia #FollowTheMoney #MichaelHutchence #Mystify #INXS #TigerLilyHutchence #TigerHutchenceGeldof ,HATE
hasoc_en_4871,Mamata is doing wrong  But Bjp's reaction is hypocritical  Doctors beaten in Bjp ruled states &amp  Bjp leaders assaulted doctors  Where was @IMAIndiaOrg then  Here is the list  For more  read FB post   Cc  @saileenas @IndianPrism @KilaFateh #DoctorsFightBack ,HATE
hasoc_en_4873,Seen at the Rally yesterday      Translation   Why should we leave hostel  Is it your party office  In order to enter into this hostel  one needs to clear NEET exam  and you don't have such capability     #SaveTheDoctors #SaveTheSaviours #DoctorsFightBack ,HATE
hasoc_en_4874,@AlexandraChalup They are correct not to trust him  #TrumpIsATraitor,HATE
hasoc_en_4875,The massive crowd of doctors protesting against CM @MamataOfficial in Kolkata   The Suppression and atrocities of @MamataOfficial  govt has reached its peak and people of West Bengal will no more tolerate it      #SaveBengal  #FridayMotivation  #DoctorsFightBack ,HATE
hasoc_en_4876,Please sign my name  to the card and a small message saying #fucktrump  ,PRFN
hasoc_en_4877,@realDonaldTrump Get some balls that will drop you little  Microdick   #TrumpTantrum  #McConnellChaoCorruption  #ResignOrBeImpeached  #FathersDay  not for trump when it's  #JohnMcCainDay #June16 #TrumpForPrison  #TrumpForPrison2020  #trump is a lifetime #,PRFN
hasoc_en_4878,trumps birthday is tomorrow how many times do you think we can all tweet #fucktrump in one day,PRFN
hasoc_en_4879,I’ve never seen a president in my lifetime trash Americans but love thine enemies  but you      #TrumpIsATraitor #TrumpLies ,HATE
hasoc_en_4880,@realDonaldTrump You and the @GOP are the enemy of the people  All COWARDS  #MoronInChief #IdiotInChief #IdiotTrump #TreasonousTrump #DerangedDonald #DerangedDonnie,OFFN
hasoc_en_4881,Dear @ICC Focus on umpiring skills rather than @msdhoni gloves @BCCI #supportdhoni #MSD #DhoniKeepsTheGlove ,HATE
hasoc_en_4882,@DanteAtkins @livegreenordie Good  Give him fake briefings  Tell him things  he won't know the difference    #TrumpIsATraitor,HATE
hasoc_en_4883,#bullshitboris lets get this trending #borisjohnson #BorisJohnsonShouldNotBePM ,PRFN
hasoc_en_4884,@ICC @Nissan This world cup 19 should be ban     Rain rain rain motherfuckerr ICC   Shift this world to another country or ban this world cup 19    #ShameOnICC ,PRFN
hasoc_en_4885,We all are proud of @msdhoni for using Balidaan badge over his glove    How can #ICC take objection against this  When you allow big commercial brands logo but not National pride    Its utter nonsense    #DhoniKeepsTheGlove #BCCI,HATE
hasoc_en_4886,@realDonaldTrump Amongst Trump University Alumni    #FuckTrump,HATE
hasoc_en_4887,Well it's trending and I didn't want to miss out  shame on you Icc for worst venue  #INDvNZ #BCCI #ShameOnICC #ICCCricketWorldCup2019 #CWC19 #ENGvWI @ECBcricket,HATE
hasoc_en_4888,In a #FuckTrump kind of mood again   ,OFFN
hasoc_en_4890,Trump stood up for Kim Jong Un after his torture and murder of American Otto Warmbier  That tells you everything you need to know about Trump  #TrumpIsATraitor,HATE
hasoc_en_4891,@realDonaldTrump All those polls were true  Hillary was a head of u the entire time  By those   too  The problem is the EC decided ignore our votes and choose u anyway  NVM all the Russian hacking of the election and voting machines    #traitortrump   #Tr,HATE
hasoc_en_4892,@Braddock512 @EA ugh  Block  #douchebag,HATE
hasoc_en_4894,Prisoner Number A9947CR  Letters From A Paedophile     Letter dated 05 08 2013  find more on our website  link below     #paedophile #paedo #pedo #rapist #rapists #rape #sexoffender #criminal #offender #jailmail #convict #crime #LFAP #insidetime #letters     ,OFFN
hasoc_en_4895,@CliffSims Hey  #douchebag    you do realize that whole 'platform publisher' dichotomy is a lie   What you and your fellow alt righties like to call 'fake news'  except for the fact that what you clowns call fake news is true      ,PRFN
hasoc_en_4896,Female trump supporters get with the damn program  #FuckTrump Have some damn self respect  Stop voting against yourself  ,HATE
hasoc_en_4897,Because #TrumpIsATraitor and can not be trusted by this country     @senatemajldr you have allowed this to continue and you will be held accountable #VoteBlueToSaveAmerica ,HATE
hasoc_en_4898,Icc have a objection on gloves but not this Pakistani show if you agree   Retweet this as much as you can #PAKvSL     #doublestanders  #DhoniKeepsTheGlove ,HATE
hasoc_en_4899,@realDonaldTrump MSB #Murderer  is snapping his fingers at you  ,HATE
hasoc_en_4901,I was asleep and you are a dickhead  #dickhead ,PRFN
hasoc_en_4902,Have you never been to a doctor  Do you not know even ONE   Does it embarrass you that we're not a matter as hyped up as  #PrayForParis  Or are you just violent &amp  sick enough to believe that doctors deserve what they get     You should be ashamed   #DoctorsFightBack #IstandwithNRS,OFFN
hasoc_en_4903,Why the f**k does Lucie need to change herself for a bloke   If he really likes her he wouldn’t want to change her #douchebag  #LoveIsland ,HATE
hasoc_en_4904,I was at a self check out in a grocery store a few minutes ago  3 guys behind me are saying  Look at her left hand  she's single  Should we rape her ' This is Trump world  where raping can be discussed at the store  #FuckTrump #ImpeachTrump,OFFN
hasoc_en_4905,#URGENT #Breakingnews #HappeningNow across the #UnitedStates on this #FathersDay #SundayAfternoon     #MostAmericans are saying   “We agree  They’re right  Trump is #NOTmypresident  #TrumpIsACriminal  #TrumpIsAFraud and #TrumpIsATraitor  He will always be an #IllegitimatePresident  ,HATE
hasoc_en_4906,@MichaelSpier1 @scaredcurly ✌  #GTFOofMyWhitehouse  #Traitors  #NazisNOTWelcome  #NOQUARTER4Racist  #NOQUARTER4RacistSympathizers  #ResignORImpeach  #Derelict  #Unfit  #Incompetent   #Rapist   #ImpeachTheMF   G E T  O U T     GET THEM ALL O,HATE
hasoc_en_4907,I got to knw d rsn behind most of d countries mocking us is bcz v r more concerned towards #CWC19 n blaming #ICC rather than focusing on real issues  People hv made a trend #ShameOnICC instead of helping Sudanese     #CWC19,HATE
hasoc_en_4908,Melania T   ARE YOU FREAKING KIDDING ME   Jackie O was first class while Melania is just pure trash    #FuckTrump  #MAGA  #MAGAts  #Trump  #Trumpbillies  #TrumpIlly  #TrumpCrimeFamily  #TrumpCrimeSyndicate  #TrumpIsAnIdiot  #TrumpsWorseThanNixon ,OFFN
hasoc_en_4909,SpankyMcDumbAss @realDonaldTrump     Shep Smith just told everyone to read the Mueller report       The Fox News host told his viewers this    “The special counsel  'did not'  exonerate the president     Oh No Dufus  your little secrets out        #FuckTrump  #ImpeachTheMF,OFFN
hasoc_en_4910,#Trump's Stunnng Open Betrayal Against the USA Makes History #IndictTrump #LockHimUp #FuckTrump #Progressive #Dems #ReSisters #Resistance #Resist #TraitorTrump #TrumpTreason #TrumpTraitor #PutinsPuppet #JailTrump #TrumpRussia #NotMyPresident #NoTrump #FBR ,HATE
hasoc_en_4911,@SocialM85897394 I prefer #Dickhead,PRFN
hasoc_en_4914,This is what utter denial and arrogance looks like    #BillCosby #rapist ,HATE
hasoc_en_4915,Trump is now 'buying' the Iowa farmers vote by lifting restrictions on the sale of Ethanol E15 during the summer months  an Obama rule to reduce smog       Trump says he'll get it done  so corn crops will be in high demand      Who needs clean air anyway    #FuckTrump  #ImpeachTheMF,HATE
hasoc_en_4916,@realDonaldTrump @GStephanopoulos @ABC You admitted you want help from foreign enemies to beat your opponents and wouldn’t report to the FBI  We SAW and HEARD you say it  Not fake news      #TrumpIsATraitor,HATE
hasoc_en_4917,Melanoma is just another harlot piece of white trash  Came to America to become a golddigging stripper model   Her parents came here via chain migration  The same thing Trump vehemently opposes   The hypocrisy is sickening    #JohnMcCainDay   #TrumpRussia   #TrumpIsATraitor   #Melanoma ,OFFN
hasoc_en_4918,Impose #PresidentsRule in West Bengal before situation gets fully out of control  @MamataOfficial needs immediate medical help as she has lost her balance of mind  #DoctorsFightBack,HATE
hasoc_en_4919,Bang goes my quite afternoon watching the cricket banging hammering from next door almost forgot what it sounded like #dickhead ,PRFN
hasoc_en_4922,@simonmaginn I enjoy watching him making a prat of himself #dickhead,PRFN
hasoc_en_4923,Trump Administration Is Making It Harder to Find Out Whether It’s Fighting White Supremacist Terror #Resist #ResistTrump #FuckTrump ,HATE
hasoc_en_4925,@MaxBoot 2 things about fucking time we strike back and good for Cyber Command leaving our version of Quisling out of the loop  #TrumpIsATraitor #CyberSecurity,PRFN
hasoc_en_4926,@ZeroPSII @wpri12 They had a split screen of the chase and the game lol  “Mr innocent with a gun to his head in the back of his Bronco  Hmmm  I wonder why    Maybe he’ll set that record straight too  #murderer ,OFFN
hasoc_en_4927,Hope we boycott this World Cup and organise our own tournament and name it as World cup and play it with every army uniform available   #IndiaWithDhoni #DhoniKeepsTheGlove,HATE
hasoc_en_4928,Is this the cricket world cup or swimming world cup     #ShameOnICC #CWC19 ,HATE
hasoc_en_4929,If all remaining get washed     NZ   12  Ind   11  Eng   10  Aus   10  WI   9  SL   9  Pak   9  Bang   8   SA   6  Afg   6    Semi Final  Aus vs NZ   If rain continues   NZ  Eng vs Ind   If rain continues   Ind    Final  Ind vs NZ   If rain continues   NZ   India will win jointly   #ShameOnICC,HATE
hasoc_en_4930,Peacefuls are assulting innocent Doctors and innocent passers by  Two days back a passer by was attacked by a Peaceful and killed him in Hyderabad  No liberals  no Award wapsee gangs taking out candlelight vigils and protests  @sardesairajdeep #DoctorsFightBack,HATE
hasoc_en_4931,Not only common people of Bengal but now the Doctors community also understands how difficult it is to work or live under the dictatorship of Mamata Banerjee People from all profession and communities are joining hands to #SaveBengal from Didi  #SaveTheDoctors #DoctorsFightBack ,HATE
hasoc_en_4932,totally wasted #ShameOnICC,HATE
hasoc_en_4933,#TraitorTrump doubles down on taking foreign info  I’d only give it to the #FBI if it was ‘incorrect or badly stated’ – #TrumpIsATraitor #VoteBlue2020  ,HATE
hasoc_en_4934,Where my country is leading   When we will make strong legislation for #rapist &amp  when our media and politician will start acting instead of blaming current govt   Where are today our so called secular leaders    I demand #castration followed by hanging  #JusticeForTinkleSharma ,HATE
hasoc_en_4935,Trump announces he WOULD accept help from foreign governments in “future elections ARE WE  THIS  FAR    GONE    #TrumpRussiaCollusion #TraitorTrump #AmericansForImpeachment #FuckTrump #ImpeachTrumpNow #LockTheFuckerUpNow ,HATE
hasoc_en_4936,Meanwhile in India  13 IAF men are missing with their plane ✈️ for six days  and nobody has an idea what became of them  but a pair of gloves  is more important   #AN32 #DhoniKeepsTheGlove,HATE
hasoc_en_4937,I'm hearing #BorisJohnsonShouldNotBePM missed a mandatory drugs test before tonight's #C4debate  Hence the no show   ,HATE
hasoc_en_4938,Trump  election interference  and hollow nationalism #Resist #ResistTrump #FuckTrump ,HATE
hasoc_en_4939,A gangster sets out to fulfill his father’s dream of becoming a doctor     Doctor's in #WestBengal be like #munnabhaiMBBS    #DoctorsFightBack #DoctorsStrike #DoctorsUnderOppression   @MamataOfficial ,HATE
hasoc_en_4940,Today is #FuckTrump Friday and #JohnMcCainDay here in #AmericaTheBamboozled and there’s no better way to celebrate than by educating yourself and not being a part of the poorly educated @realDonaldTrump loves so much   #ITMFA     ,OFFN
hasoc_en_4941,If its going to rain its the biggest loss for   @ICC and @cricketworldcup nobody on earth would miss the treat How cheap tactics by the hosts if two games are washed out for  then its a conspiracy by hosts shame as a cricketing nation #England #ShameOnICC   #INDvPAK #CWC19 ,HATE
hasoc_en_4942,@PressSec @realDonaldTrump No one will hire you  amiright  #SarahHuckabeeSanders #TrumpLiesEveryTimeHeSpeaks #TrumpIsATraitor,HATE
hasoc_en_4943,Seriously  how the F**K did this happen       #TrumpIsATraitor #TrumpIsAFraud #TrumpIsAMoron #TrumpIsADisgrace   #TrumpLiesEveryTimeHeSpeaks #TrumpMustGo #TheResistance ,PRFN
hasoc_en_4944,Disgusting  Regardless of immigration status  they are still people  #NoKidsInCages #FuckTrump ,HATE
hasoc_en_4946,U S  Lifts Ban on Some Elephant and Lion Trophies          So they are blaming this Shit on Obama   #FUCKTRUMP and    #FUCKTHEGOP,HATE
hasoc_en_4947,1  The Royal Family are not a government    2  There’s not been a Queen of England for hundreds of years  She’s Queen of the United Kingdom of Great Britain and Northern Ireland and the Commonwealth   3  Her son is the Prince of WALES  He has no auth over marine life   #idiotTrump ,HATE
hasoc_en_4948,Boris trump   God help us #BorisJohnsonShouldNotBePM #johnsonisaclown ,HATE
hasoc_en_4949,Well done @ICC what a schedule preparation #ShameOnICC ,HATE
hasoc_en_4950,@realDonaldTrump #ImpeachDonaldTrump #ImpeachTrumpNow #TrumpIsATraitor hope you have a horrible birthday traitor ,OFFN
hasoc_en_4951,Brutal  horrific  shocking    a new low in the vitiation of human mind  The perpetrators must not go unpunished     #death #deathofhumanity #murder #aligarh #womenempowerment #childrapist #3yearsold #girl #raped #Muslims  #childmolester #rapist #kid #kidrape #aligarhrapecase2019 ,HATE
hasoc_en_4952,@officielMV And just to set the record straight  we only attempted to attend your shallow party to support my friend who invited us and was DJ ing and who clearly didn’t know what a #douchebag you really are  3 4,PRFN
hasoc_en_4953,Dear @ICC  we see better rains here  You show us what you are meant for  #CWC19   @cricketworldcup   #ShameOnICC,HATE
hasoc_en_4954,@ICC you are able to see the  BALIDAN batch on @msdhoni gloves but not able to see the clouds above you  Very poorly managed by ICC   #ShameOnICC,HATE
hasoc_en_4955,Bend over Boris   Be careful what you wish for   #fuckbrexit #fuckthetories #fuckboris #borisjohnson #BorisJohnsonShouldNotBePM #warriorsofthedystotheque ✌ ,HATE
hasoc_en_4956,Has any of the #England games been abandoned due to rain  #ShameOnICC #ENGvsWI,HATE
hasoc_en_4957,#Boris Johnson on businesses threatened by #Brexit  'F*** business '    Boris Johnson on the families of victims of 7 7 terrorist attacks  'F*** the families '    Tories supporting #BorisJohnson's bid to be PM  'F*** the country '    #BorisJohnsonShouldNotBePM  ,HATE
hasoc_en_4958,#Trump presence in the Oval Office insults everything that the White House represents  the American people  the history of the US in particular  as well as the world community &amp  the history of mankind in general    #TrumpIsATraitor    #Resisters  #ResistersForum  #ResistanceUnited  #FBR ,OFFN
hasoc_en_4959,#ShameOnICC pls end this world cup it is not world cup any more ,HATE
hasoc_en_4960,Proud of @msdhoni for using Balidaan badge over his glove    #ICC has no business to take objection against this    Big commercial brands logo will do but not national pride    Its nonsense  Condemn it   #DhoniKeepsTheGlove,HATE
hasoc_en_4961,@SaysHummingbird Trump has been back pedalling all weekend     but the real answer was the unscripted one he gave to George Stephanopoulos    Trump would accept help and would not alert the FBI  That makes Trump #UnfitToBePresident #TrumpIsATraitor #Trump,OFFN
hasoc_en_4962,@realDonaldTrump Extra #orange in Iowa  Look at all the #orangerouge that the #OrangeManBad is  #FuckTrump #TrumpsAnInternationalDisgrace #TrumpLoser #TrumpIsADisgrace ,HATE
hasoc_en_4963,Who wants to tell this guy that @BarackObama left office and @HillaryClinton lost and is retired  Deflecting to then does not make #TrumpRussiaCollusion go away #FactsMatter #TrumpIsATraitor #TrumpIsADisgrace #ImpeachmentHearingsNow #LockHimUp #MuellerReport #FBR #Resist ,HATE
hasoc_en_4964,@TheRealOJ32 Oj as a father  when you left Nicole laying dead in her walkway   what did you think your kids would say if they found her  #AskingForAFriend  #OJdidit  #murderer #fuckyou,HATE
hasoc_en_4965,DO NOT #Retweet This Because #Trump DOESN'T Want You To Nail His #Impeachment Coffin with Evidence #PutinsPuppet #FuckTrump #Indict45 #JailTrump #Resist #TrumpObstruction #TrumpCorruption #TrumpCrimes #CrookedTrump #CriminalTrump #StopTrump #DumpTrump #FBR ,HATE
hasoc_en_4966,Icc can see Ms dhoni badge but doesn't see the ground was not covered #ShameOnICC ,HATE
hasoc_en_4967,Trump’s best people  #FuckTrump @realDonaldTrump ,HATE
hasoc_en_4968,Mental Bankruptcy  Debating on the #gloves      The game is called cricket  Not “Shakti Pradarshan  Morons      #Dhoni #dhonigloves #DhoniKeepsTheGlove #DhoniKeepTheGlove #CricketWorldCup2019 #Cricket #CWC19 @icc @BCCI @msdhoni @imVkohli,HATE
hasoc_en_4969,Trump sided with the Saudi Crown Prince after his assassination of Washington Post journalist Jamal Khashoggi  who lived in the United States  And Kushner supported him after as well  It’s pathetic and disgusting  Bunch of damn traitors  #TrumpIsATraitor,OFFN
hasoc_en_4970,Punishment for Rapist  So that no one can think of doing such this things Again   #Rapist #AligarhMurderCase #Merut #bhopal ,OFFN
hasoc_en_4971,@BCCI They are going to Manchester to see rain #ShameOnICC,HATE
hasoc_en_4972,#ShameOnICC @ICC   You have TWO Options       Want to screw up the World Cup   Contact Rahul Gandhi  He is in London right now        Want to run the World Cup Smoothly Going forward   Immediately Contact Amit Shah  ,HATE
hasoc_en_4973,See the conditions of bengal and other states  wrt to how patients r getting aggressive towards doctors     Thn  there comes out BRIDGE COURSES  Phle dr ko to bacha lo  fir inko lana     #Savethedoctors #DoctorsStrike #DoctorsFightBack #DoctorsProtest,HATE
hasoc_en_4974,@thehill Dear France and the rest of the world   #FuckTrump    We’re sorry      Please be patient while we did our system of this virus     Love   Most Americans,HATE
hasoc_en_4975,@MasterQGJinn @SpeedPeete #FuckTrump and this unethical Administration ,HATE
hasoc_en_4976,@pollypreston @MattHancock It comes with a vacant seat in the PM's office as #BorisJohnsonShouldNotBePM  won't bother to turn in,HATE
hasoc_en_4977,Happy Early Birthday  Mr  President  #FucktRUMP ,HATE
hasoc_en_4978,Poor Management by @ICC  for a World class event which comes once in four years  Recordbreak 4 washouts  Most in any World cup  still 27 matches and 3 knockouts to go  You Just Ruined Us  #ShameOnICC,HATE
hasoc_en_4979,#ShameOnICC    Saved my 1 5 GB data to watch #INDvsNZ match and finally found this   #CWC19  @ICC ,HATE
hasoc_en_4980,Dumbass in Chief at it again with his dumbassery  #FuckTrump ,PRFN
hasoc_en_4981,@CNN Yet the likes of #rapist #brockturner roam free   ,HATE
hasoc_en_4982,@pithywidow the entire republican party just cheats   they can't win without cheating so they'll cheat shamelessly #fuckthegop #fucktrump,PRFN
hasoc_en_4984,@Channel4 was @BorisJohnson #BorisJohnson to much of a coward to turn up at the #channel4 program   Because people might see him for the simpleton that he is  Or because he’s a genius and didn’t have to turn up   #conservativeleadership #BorisJohnsonShoul,HATE
hasoc_en_4985,@BCCI is one greedy corrupt n wat not organisation      @ICC to hell with you    #Comebackindia     #DhoniKeepsTheGlove,OFFN
hasoc_en_4986,@funder Like father like sons  #douchebag,PRFN
hasoc_en_4987,@realDonaldTrump He isn't a foreign country  he was a researcher paid above board      You did not do that     You hid meetings and asked for stollen emails     #trumprussia   #TrumpIsATraitor   #TrumpIsACriminal   #TrumpIsADisgrace,HATE
hasoc_en_4988,@MLive @realDonaldTrump Wow  so many seemingly normal looking assholes in one township  who knew   #TrumpIsATraitor  #TrumpIsALiar   #ImpeachTrumpNow   #ThankYouJasonAmash ,PRFN
hasoc_en_4989,Republicans are such gutless Trump sycophants    All these people want to do is loot the government  and to hell with the rest of us   #FuckTrump   #FuckTheGOP   #TraitorTrump #Lastword,OFFN
hasoc_en_4990,Then go get Chun Li  you stupid orange shitshow     #JohnMcCainDay #FuckTrump #OrangeDirtbag #ihopeyouchoke    Trump wants his next press secretary to be a cable news 'street fighter'  ,HATE
hasoc_en_4991,@OregonGovBrown @HouseSpecialPDX Probably the worst governor of all time   You had a man murdered for trying to protect his constitutional rights  #lavoyfinicum #murderer,HATE
hasoc_en_4992,@AndrewYang Not when that 'president' happened to commit felonies  treason  and election fraud  It's unprecedented this level of criminality  and you think giving him a pass because he was potus is absurd  #FuckTrump,OFFN
hasoc_en_4993,#ThisIsAmerica where #TrumpIsATraitor #HappyJohnMcCainDay #JohnMcCainDay #VETERAN ,HATE
hasoc_en_4995,So the @ICC thinks that showing a religious practice on the ground is okay  but wearing one's military badge of honour is harmful   #ShameOnYouICC   #DhoniKeepsTheGlove ,HATE
hasoc_en_4996,@ZikoZik5 @sukh707 @ICC Former means which one  a Full Blown Religious Prayer on the Field or a Small Insignia which is there in the #DhoniKeepsTheGlove as he is an Honorary Army Officer  ,HATE
hasoc_en_4997,#DhoniKeepsTheGlove  #IndiaStandsWithDhoni   If needed INDIANS are ready to #BoycottWorldCup  for respect @ICC @BCCI @WorldCupScore @cricketworldcup   #IndiaWithDhoni   @msdhoni @imVkohli @GautamGambhir @ImRo45,HATE
hasoc_en_4998,@CBSNews She calls her weapon ‘god’  #GROSS #Murderer,HATE
hasoc_en_4999,@realDonaldTrump #fucktrump #trump2020 #realdonaldtrump  LETS ALL HOPE THAT DOG VOMIT TRUMP GETS ALL THAT HE DESERVES ON HIS OLD MAN'S BIRTHDAY ,OFFN
hasoc_en_5000,I think @gilly381 had donned gloves to support McGrath Cancer foundation for a noble cause  Not sure why @ICC is prohibiting @msdhoni to wear the gloves for the Noble cause he supports   Bizarre  illogical and insensitive   #DhoniKeepTheGlove  #DhoniKeepsTheGlove  #DhoniKeepTheGloves,HATE
hasoc_en_5001,'Didi said we are outsiders &amp  protesting on behalf of other political goons'   NO   #DoctorsFightBack #SavetheDoctors ,HATE
hasoc_en_5002,@RohitSingh2909 Its not a joke  people are actually angry and trending #ShameonICC   those are idiots,HATE
hasoc_en_5003,I am a #Resister 'til the end  I am also not a FAKE #FBR like some of them out there  You either are  or you are not  @realdonaldtrump  and @senatemajldr  are the two biggest threats to our Democracy  VOTE THEM OUT  #TrumpIsATraitor #DitchMitch2020 #TrumpCrimeFamily,HATE
hasoc_en_5004,A billion Cricket fans waited four years to watch how it rains in England #shameonicc ,HATE
hasoc_en_5005,HE surely is playing the Iran card  desperado   #FuckTrump ,HATE
hasoc_en_5006,@realDonaldTrump Just shut up already  We all know you are a con man who stole the election with the help of a foreign power  You are crooked teflon donnie and I pray every blessed day that you are exposed as the criminal that you are  #teflondonnie #Trum,OFFN
hasoc_en_5007,If Boris becomes the new PM  Conservatives have totally lost my vote   Tax cuts for the higher earners   How about raising the personal tax allowance at the bottom instead  allowing struggling families to feed their kids   What an idiot   #BorisJohnsonShouldNotBePM,HATE
