id,twitter_id,text,comments,labels
hasoc_99,1392749314145886211,Tum logo ne game kar diya dilli ka!Murderers,"Ar bjp ne india ka::? please ,::And baki state ka ne::",HOF
hasoc_100,1392747108453687299,Moreover this post is not available on Charlie Hebdo official handle.,Yeah bro ... This is fake... Propaganda by Madarsachaps,NONE
hasoc_101,1398580767609921536,SSCGD Medi-fit ..,ssc gd all medical feet joining chahiye::All medical fit ko joining do::All medical fit candidate joining justice for SSC GD batch::sir ji please all medical fit candidate ko joining do sir::We need justice .::Medical fit ko joining::Merit jari kariye::Ssc Gd medical fit ko joining do::::::::,NONE
hasoc_102,676627652204060672,Modi is a coward and a psycopath,"saar, he's still our PM, let's not drop to name-calling levels.::let him show some decency first, if he speak shit he deserves shit::sure ! Bhagoda , anarchist , terrorist , anti national ! - who said these ? Plz reflect n come back !::Fully agree sir! His credentials vouch for that!::aapiye chutiye hote hain .. bohot pele jate hr jgh ye saale::inka leader bhi pela jata hai hg jgh kabhi joota toh kabhi thappad::are maderchod supreme Court ne unhe clean chit diahai,behanchod salary tujhe malum sahi.::Stop Randi Vilap RT: Modi is a coward and a psycopath::while I understand your frustration, tweeting so much bad for PM of country is also not good. Please be calm.::bure logo, pr bure hi tweet milenge. Wo log accha kya jaane .ghotalebazz.::Get well soon::Khasi ka illaz hogya but dimag ka abhi baki hai.::Aaj kutta phir roya proving that he is coward and psychopath.::Sir, who taught you sell your soul? Your parents or your teachers?::Modi needs treatment.::free WiFi, lac CCTVs, new schools, new colleges .. Iska kya hua ?::feku::,::bhai delhi ko ab daya or dua dono chahiye::Adhbhakt dekh aaj delhi kaha hai.. Tera tweet dekh mc.::::fucking stupid::Tweet dlt krna chahoge?::Dn't come up wid my accntgot hcked Complaint Such a shame using so derogatoryterms fr PM of India::Modi ji nahi Mandhi ji !::I wish yehi ho::aa gaya na tu apni aukaat pe..aise hi nahi tujhe khujliwal bolte hai..CM ban gaya phir bhi PM ke bare main aise shabd? Neech::Sacch sunne ki kshamata rakho bhai::LOL, as if PM is god.::Jali na andhe bhakt::lodu lalit::what happened when bjp alled him a terrorist repeatedly,::abhi to principal secretary par raid hui h to tumhara yeh haal h, kal ko khud k upar ho gayi to poorr psycho ban jaaoge::behave like cm man, use parliamentary language. There is dignity for ur office. Don't behave like a rascal::His words may be like that,man but his actions are very good. Unlike your Modi who speaks sweetly but acts the opposite.::Absolutely right... He has face..::Your abuses won't make you a hero. Why didn't you check what your principle secretary was upto or did u know?::a chief minister who wants powers to prosecute prime minister.And now gets so worked up with raid angst his PA::ji has given a clean chit to Principal Sec. RajenderKumar, within an hour of raid.... !!::you have crossed all the limits today by using abusive language.Now your end is near.::Wow chatukar sahab::. , , ,::Ek number!::CBI was a Caged Parrot under Congress CBI a Tamed Cow under Modi Govt::Wah years and going::pathetic moron u talk of Modi being a cowardAbe tu kya hai?Pehle apne andhar jhaankNirbhaya ke rapist ko reward karta hai::Modi bhagoda hay . Sellsman hay pure desh ko bech raha hay..::Han aur wo bhee muslim rapist::::Or rendi::Do u know ? A female reporter who took side of farmers was arrested by police and then molested her .. beaten her by ur fav police .. and this goes under whose rule ... ur fav rupee ki aukat vala modi ... divide nd rule krr raha yeh santa claus ...::During his tenure as Prime minister, hes just attended one press meeting. He controls the press, the media, the mob and what not with money and the powers vested on him by his position. What name other than Coward describes him better?::*psychopath . This is what happens when u focus on politics and not education::. Please tell that to th fail PM::. Raise voice against injustice.But I feel the way responded, was unbecoming of the constitutional post he holds::Sir, your views on Mr PMs statements during GJ elections?::was ABSOLUTELY right..::Your abusive language reflect your desperation This was not expected from you.::You are not Dr , I think bcoz you can not understand the pain::'s account is temporarily unavailable because it violates the Twitter Media Policy. Learn more.::,::Modi surely is a psychopath, but few will say it openly. Even psychiatrists agree.::yo coward kejriwal::look like u not like AAP::::Ye Kapil Mishra ke jeetne ke Khushi Mein kajriwal ki taraf se Shubhkamnayen aur Delhi walon ke LIYE massage tha mere bhai shayab tum na samajh paaoge...::You are a karma believer right ?::Psychopath Psycopath JEE::::abey chutiye ek side tu bolta hai pm ko bh cbi k under lao aur tujh par raid padi to gand fat gayi::IIT ? spelling mistakes?psychopath ??::,::::psycopath "" ""::::kejri ji ap delhi ke liye khuch acha kr dijiye yhi bahut h..apne desh ke pm ke bare me soch samajh kr bola kijiye ...::PM aur country different chize hoti hai!PM and government is a service provider! Wo koi mai baap nahi hai jo unke samne sirf sir zuka ke rakha jaye::delhi walo ko chutiya banaya bc tu kabhi Maharashtra me ake dekh bhot ache se teri party ki mari jayegi::Love U Bro::..!!::::kejariwal is nothing but a big liar, escapist, nangawal, Ek no ka chudiya, mass coward and unconstitutional",HOF
hasoc_103,1383261325531353098,Public fights CovidPM fights elections,", .::Jaa na Day::They don't know what to do.::And oppositions::And CM::::You are also no different::Public fight CovidDidi ooooo Didi too fight elections!::Public dies by covid and pm spard covid.::Mahua Ji good morning, do we really have a full time PM ?::Our CM is also fighting na ?::What about didi ?::Could not have summed up tragic situation better .::They fact that we have to be under this govt till is scary!::A dangerous corona wave knocking at the doors of Bengal. Waht lucknow is tiday will be Bengal tomorrow!wish people realize::Pradhanmantiri manga thaParty Pracharak nahi. When India is facing Health Crisis he is HIgh on Election mode.::You conveniently forget that Election is a Constitutional requirement too.::pm always high wit::Aa ja ke bas you guys just blame Modi.And this Moitra is campaigning sitting in the house with Mamta Didi. Right?::COVID hospital..... sharing one bed::Agree with the second one.::Public fights CovidPM fights Mamata::As if Mamta didi isn't fighting.::And we fight for democracy.. Gave my vote today to save democracy and wish people should do the same..::To control covid is not just responsibility of Center. State govt is equally responsible as they have to implement precautions and control measures till root level::Super Spreaders not ashamed of mobilising crowds even when there in no vacancy in hispitals and shamshaan ghats. All of them stand exposed in the Hamam.::Loses both::Whats your mamata Bano doing::::Down with Modi ! Down with Modi.::Not Just PM but the Whole F*****ing Cabinet::mam your very correct.::..::PM is busy to capture Bengal, make it Sunar Bangal,what about vivid patients,No answer.::Aap chronology samjhye::::This PM means Poll Minister.::What do u fight- common sense::Mamta banerjee is sleeping at home.::So does Didi, Didi Modi all alike::They want only power power power.. but the fact is they doesn't know about ruling , people's welfare, economic, developments.... etc::Virus will cease in coming days but if state will lost then have to wait for next five years. Everything is fair in politics for power.::Yes. PM is playing with lives. Super Spreader Go and attend his rallies without mask and land in Hospital.::bjp se ghabrana darna swabhavik hai natakaar mahua ji::And you are fighting to be PM. But public is kicking out your back.::::Disgrace..::We have Event Manager Unfortunately we don't have PM::And does khela hobe::Public is ""struggling"" to fight, they cant even breathe::Sign my petition to pause elections!!!::::Public fights covidCM does painting.::N modi does rallies::looks like untreated sewage !!!::And didi is doing nautanki in election campaign. Very bad looser, show some spirit and at least fight::We all know you are sad about loss. Still keep showing concern.::has no value for human lives since godhra::Per ki mooch theek ho gai ?::- '' ?"" !"" PM CM ,::What ever mask he was wearing for years has got removed at Bangal::Dead Body Politics TMC::People of WB are fighting a bigger pandemic than Covid.::VERY BAD SITUATION.::Atma Nirbhar Bharat!::He is only a pracharak. The fault is ours. We are not understanding him properly.::But Mahua can't fight her venomous ideology. Odd!::Public fights covidMahua Mootra adds dalda to it::Every one has his own priorities n preferences .. atma nirbhar bharat mai vote has more appeal then saving lives .. human care is last priorities::Your party fights public::Will TMC cancel all rallies and set a precedence?::, ,, , , , , , , , , ,::This is really true::::What is your party doing....bhajan kirtan???WB is fighting a greater pandemic than covid ke TMC::TMC is giving calls for Azan::He wants to PM of each State.::And this tadipaar too::PM is fighting farmer, youth, intell as well::Mandbuddhi fights the world. Proud of you!::And what does Didi fight?::Mamata????::Mamta ghar pr diye jala rahi hai..::She fights with people::Mamta does Chandi Path::Rigging!!!::Mamta ko desh ki jemedaari di gai hai, achha huaa Rahul Gandhi nahi bola aapne.::Fake politician this!::You can't compare the PM to state CM. Responsibilities are very different. Besides, elections are in Bengal, if Mamata doesn't fight the election for TMC, who will? If BJP cannot fight any election without Namo, it is their weakness.::Mahuaa Ooo Mahuaa and Didi fights with security forces.::.""No Desh Bhakti or Ram Bhakti,Only Vote Bhakti, He's Just a PR Jeevi""::Modi ji ne kuch samajh ke bola hoga.::TMC fights public::Public Fights covidCm - Khela hobe::I am ashamed to call those men my home minister and PM::Mamata flights like u intelligent::Didi fights public.::nd May will end the cruel rule of Islamists &amp; Bangladeshis in West Bengal. PM fights elections, PM wins elections. TMC politicians can be muezzins in mosques once elections are over.::PM is fighting for Indians Mamta is fighting for Bangladeshis::Dont discriminate by doing Hindu Muslim...::And Bjp politicians start drinking Gaumootra. Tere jeso ke karan hindu dhrm ka kuch bhala nhi hua.Aaj corona se hindu nahi mar raha ??::Got instead of .::Pm is liar kills innocent people finally no jobs made India disastrous poor country::most sympathy less pm India has seen::Idiot.. Like for the past yrs it was not bengal but bangladesh right?::whats the CM of WB doing?::Nautanki on wheel chair..::Importing BANGLADESHIS.::Same with other party also why they are holding such rallies. All are culprit::But she is not PM.. nah toh PM care funds leke bahte huye hai::Yeh kabhi PM banega bhi nahi.::Why are you concerned with the PM cares Fund? How much did you donate?::Cutmoney aur policies se pet bhaar gaya.. Issliye mamta fund nahi liya::Your mulla doctor contribution::Rajya ki kanoon byawastha, Swasthya byawastha to cm ke hath hai,Jab Harishchandrapur me Chaitra mah ka Durga Puja pe rok lagi,to jumma nawaj pe rok kyun nahi::Jumma Nawaj pe rok kyun nahi lagai abtak Momta didi ne::Bhaiyaji aapne kitna Diya PM cares fund main donation::She is CM ...Shards Chit fund le ke bhag gai...100 Oxygen plants are being constructed on a war footing with PM Care..Tere Bhai ko free Ka vaccine bhi PM Care se hi Aya hai..::Haan toh health state subject hai....karne de teri didi ko beds, oxygen arrange...bhopdike::Bol to aese rahi hai jaise mamata bano to ghar me baithi ho::may gayi.Likh kar rakh le::party is not fighting election .. they are fighting with Maa , Mati , Manush and they are killing manush before they get Covid::Aur mamata::Visible frustration.Store some energy for nd May. More frustrating news coming for you.::She will probably run away to Danmark.::Bengal really fighting covid? Come on don't joke.::Didi is busy arranging for ""Capitol hill"" Indian version on /05/21. You think we dont know?::Public fights Covid fights with PM::Are u fucking blind? Mamata is from WB. Who is going around from Delhi and fighting elections instead of planning and fighting the pandemic nationally?::???::In the Next elections ,public will fight PM....::Why not same thing are you telling to mamta didi.::Ya. Mamta Banerjee is sitting at home and doing Bhajan! Isn't it?::Hey give the ladies a break, one is wounded &amp; the other is suffering from chronic hypocrisy.::Oh ho!She paints her brain and confused state!Bhajjan gayenge toh Hindu parichay out ho jayga!::Ka ka ki ki::Wht abt didi shame::Public fights with Liberandus like you fight against indian integrity::Mamta ki rally me vaccine lag rahe kya::Sad::So you guys give up? You are not fighting WB elections anymore? Drama band karo dramebaaz didi ki dramebaad netao..::Public fights covidCM of west bengal fights Election against PM.::On wheel chair::Mahuva selling shikanji at rally site.::Redefining roles.Welcome to new India::Mamata Banerjee fights with CRPF!::TMC is fighting election to accommodate Bangladeshi and Rohangias... Bloody traitors TMC::Shameless PM...::Maam all political parties are fighting, isnt it ?::PM fights COVIDCMs fight PM.::People either vote him foolishly or he wins by election malpractices::Visit Gujarat then judge.. You'll learn whose the real foolish..::So also the enraged voters of Bengal will vote out the deadly virus destroying it since years !!Didi O Didi!!::Nation fights CovidPappu finds destinations to fly::In Maharashtra &amp; Chattisgarh corona cases shooting up because of Kumbh mela in Uttrakhand, people took dip in Ganga which is connected with Yamuna in Sangam which further goes to Bengal and fall into Sea and u know all sea connected to so rise in Cases in Maharashtra due to Kumbh::All state Govts in slumber, can't manage their states and depend on Centre like a child.::TMC fights Hindus.::Bad time starts of beard baba from Bengal::You and mamata playing ghar-ghar at home?::Public donates to ""PM Cares Fund""Didi gets the cut money.::Public donates to PM Cares Fund , PM cares for Ambani &amp; Adani , Ham do Hamare do::Public fight for job, Mamata fights for power. Vaipo fight for money.::And you fights with loud speaker::Public suffer's from covid, but you guys are busy in doing rallies after rallies. Never had respect for chaiwala, but now lost respect for tmc as well.::::Public fights CovidMamta fights public::Public fights CovidMamta fights Hindus!::waah respect::Mamata is more Lethal ,She might have killed more than Covid.::So he should go out with a sword and kill the virus? What is it exactly that you want the govt to do that they are not already doing?::Typical bhakt!::Look at the countries what their leaders are doing::And what about you ?? We have lost our hopes from but you were also doing rally with yesterday. Do you have some answer for that ??::Removing TMC is necessary. Destroying the insidious evil called TMC is the first priority here. Corona will be dealt with after nd May. First, Bengal must be salvaged. Throughout history, you'll see that the mercenary (read TMC) only understands raw, savage power. So be it.::::And what you all do shameless moitra::Just drop out from rest of the phases...Since you all have given up. Just leave::Public fights &amp; dump Covid!!People of Bengal are a step ahead!!::Very True Mahuaji::health is a state matter as well::In is more dangerous then so for our safety she needs to go::Meanwhile you are fighting for your living....::Your party is killing BJP's workers::She has just become a distraction.....swara bhaskar mp ban gayi ho jaise::Sunil Arora becomes governor::Or mamta mu me le rahi hai::::Mamata fights Her own fallacy ...::Moitra drinks Mamatas Mutra::Public fight covidMamta fight west Bengal::but you should be in glamour industry not in politics::Never knew that is a PM!::India fights covidMamta fights india::And CM ?? Opposition leaders?? Were they doing service on roads?::::CM covid::Is Didi doing all Drama for CHARITY ???Ask Didi not to fight elections then...and go to Himalayas.::Mamta fight Hindu::Whole India fights CovidWB fights TMC.Both the diseases will be cured by May nd::What about Sanghis r they help poor people::Mamata is playing rummy at home. Ok.::And what your CM doing ? Is she not fighting election?? Why she is roaming all over west Bengal for ? Election purpose right ??::The worst PM of our life time::India fighting covidBengal fighting Momta , dangerous than Covid::Didi's meeting without public (???) in presence of::Your CM thinks she is PM and you think you are Home minister. All should resign and u and ur CM should take over. Correct ?::Of course they have to resign coz they don't know how to run a govt only they know is to win::&amp; didi wandering around streets with absolute no cause ?::You fights with judges, PM and all BJPians on twitter, great going criticism to others rather than work constructively::As if Mamata Banerjee is playing ludo while doing election campaigns on wheelchair.::What mamta is doing ,::You both are same There is no different between Modi and Didi.::CM neither fights Covid nor elections... she fights central forces with politics of dead bodies::And CM doing?Nothing nothing and nothing.::Does India have a PM?::And Mamta fights with security forces",HOF
hasoc_104,1398314252297928710,Minority hain. Rona adhikaar hain aur free fund ka shreekhand khana moghuls ne vanshaj aadat mein diya hain.,"Oh, badhiya bola bhai, hasa Diya tune to....Har muslim Mughal lineage ka nahi hai.. aur humare adhikar kitna hona chahiye wo humari tax filings, contribution towards development se tally karke derive karo.... We do not play sorry blame game like sanghis::Dear murakh, Jo million Indian gulf mein Hain, Kya woh bi free ka khatey HainWoh kahawat hai na : Rassi jali par Bal nai GayeTum jaise logoun par fit baithti hai",HOF
hasoc_105,1386185882818932742,No photo needed for fixing responsibility of COVID mismanagement deaths.Whole world knows.,"Yes absolutely if mamata is elected. Drama queen::Wondering why China is not blaming Modiji. Uncleji everything to be done by modi why we need state govts ? Selling oxymeter, vaccine, oxygen cylinders in blackmarket?::Heard collecting coins on coffins...Now watching collecting Votes on Coffins...2 trillion economy.. cant even spare free Vaccine, Free oxygen to needy,,,, on top advertise DUTY FREE Oxygen ,, like Duty free Liquor.. Shame..",NONE
hasoc_106,1413992340314894337,Can they have things to do like improving Healthcare and education?,"Yeah much needed they have to improve education government should ban madarsa and send them to regular schools::No they cant.. Too incompetent to even try..Thats why they brings such bogey laws &amp; do Jumla baazi around d clock..Chaos always cover up for no wrk done.::Come to Assam and look for yourself every District has good hospital and we have Medical college with a population of core.::with out population control, we can not improve,, First need the common civil court::Uske liye dil aur dimag hona chahiye. They don't want to and they don't know how to do::If population is under control then looking after for healthcare n education is easy, but I don't think u can understand it::They have better health care compared to Delhi, Maharashtra and Kerala.::That Kejriwal only do::If you guys are making population like dog and cat then how country will improve?::You go on spoiling and they go on improving? WTF::Very true but for that muslim community also have to support by controlling family planning::Thank you for saying this!::That is what he is doing. Educating you people. Ab to sudhar jao.::Dr Khan people know the reality already::They are.. But u can't see bcoz of your blindness::Yes the government have a lot of thinks to do.. BUT all the taxpayer's money are wasted in giving subsidy to the peaceful community.::Yahan aake dekh,yahan ki education and health care dono hi bahut achi hai.Not only Assam totle NE is better than other states like Maharashtra, Rajsthan, Kerala etc.::I respect all doctors, irrespective of the marks they scored to become a doctor::Yes we will bring... Population control law.. pls cooperrate.::Yes, work in progress. What did yrs of congrass rule did, rs of BJP did.::Jihadi ko mirch lag gayi::Iss ki raha hain::They are doing it...what you are doing only spreading hate::::Every religion should focus on healthcare and education, isn't it?::Ha bhai aiims, college aur school to tu banwa raha hai na::You can start taking lead and spread in ur community...what r u waiting for? Approvals from maulanas?::Mr Dr.. Why don't you question your hadeeths and fatwa e alamgiri which dragged your community in the darkness of illetracy and poverty.::sir saal bad bhi school ke jagah madarso me padate ho..fr education ke bat krte ho...::..::True. Women empowerment has no place in islam. Hence, you can't comprehend this subject.::Stop producing -8 pigs everything will be better::For billion people??",HOF
hasoc_107,1386183078649810945,EC has reportedly ordered for it removal. Not yet done?,Only in election states...,NONE
hasoc_108,1397947164165214212,And Woke Liberals are new-age Mir Jafer &amp; Mir Qasim who are willing to go along with the colonising power for the lust of control (Narrative Control in today's context).They're called for a reason.,Why don't you say this all in you own Indian Atmanirbhar Bharat's Koo app,HOF
